"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WESD","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT14","WT16","WT18"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-06-12","0.50",,,"76","87","64",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-06-13","0.00",,,"84","93","74",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-06-14","0.52",,,"82","93","70",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-06-15","0.00",,,"72","78","66",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-06-16","0.00",,,"75","88","61",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-06-17","0.01",,,"76","88","63",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-06-18","0.10",,,"81","93","69",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-06-19","0.00",,,"77","87","67",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-06-20","0.00",,,"77","87","66","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-06-21","0.34",,,"63","68","58","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-06-22","0.00",,,"65","75","55","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-06-23","0.00",,,"63","73","53","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-06-24","0.00",,,"69","82","56",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-06-25","0.00",,,"76","86","65",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-06-26","0.00",,,"75","88","62",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-06-27","0.00",,,"78","88","68",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-06-28","0.00",,,"79","88","70","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-06-29","0.00",,,"80","89","70","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-06-30","0.00",,,"81","90","72","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-01","0.00",,,"68","79","57","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-02","0.00",,,"66","75","56","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-03","0.45",,,"76","87","64","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-04","0.00",,,"80","89","70","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-05","0.00",,,"67","73","60","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-06","0.00",,,"67","78","55","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-07","0.25",,,"77","88","65","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-08","0.00",,,"80","88","71","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-09","0.00",,,"81","91","71",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-10","0.00",,,"81","91","70","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-11","0.00",,,"72","78","66","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-12","0.00",,,"72","80","64","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-13","0.00",,,"72","79","64","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-14","0.00",,,"75","87","62","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-15","0.00",,,"78","89","66",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-16","0.00",,,"79","87","70","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-17","0.00",,,"82","89","75",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-18","0.01",,,"81","88","73","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-19","0.00",,,"82","90","73",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-20","0.00",,,"85","94","75",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-21","0.00",,,"84","93","75",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-22","0.26",,,"86","97","74","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-23","1.32",,,"85","95","74","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-24","0.00",,,"82","90","73","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-25","0.92",,,"73","78","68",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-26","0.00",,,"74","79","68",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-27","0.00",,,"72","78","65",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-28","0.03",,,"74","80","67",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-29","0.00",,,"82","91","73",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-30","0.00",,,"81","90","72","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-07-31","0.00",,,"86","96","76",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-01","0.00",,,"84","94","74",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-02","3.14",,,"83","92","73","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-03","0.00",,,"79","86","71","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-04","0.00",,,"77","85","68","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-05","0.00",,,"80","90","70","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-06","0.00",,,"81","91","71","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-07","0.00",,,"85","95","75","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-08","0.00",,,"86","94","78",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-09","0.30",,,"85","95","74",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-10","0.00",,,"76","83","69",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-11","0.00",,,"71","79","63",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-12","0.00",,,"74","85","63",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-13","0.05",,,"70","76","63",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-14","0.00",,,"69","78","59",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-15","0.10",,,"71","78","63",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-16","0.58",,,"71","77","65",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-17","0.00",,,"70","79","60",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-18","0.46",,,"68","71","64",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-19","0.17",,,"68","73","62",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-20","0.00",,,"69","79","59",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-21","0.13",,,"71","80","61",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-22","0.08",,,"80","88","71",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-23","0.00",,,"75","78","71","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-24","0.07",,,"75","81","69","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-25","0.80",,,"76","81","71","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-26","0.00",,,"76","82","70","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-27","0.00",,,"76","85","67","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-28","0.00",,,"76","87","64","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-29","0.00",,,"72","83","61","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-30","0.34",,,"79","87","70","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-08-31","0.12",,,"72","81","63","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-01","0.00",,,"68","77","58","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-02","0.00",,,"68","80","55","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-03","0.00",,,"75","86","64","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-04","0.00",,,"70","76","64","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-05","0.00",,,"70","78","61","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-06","0.58",,,"76","87","65","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-07","0.05",,,"80","89","70","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-08","0.00",,,"79","87","70","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-09","0.49",,,"66","75","57","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-10","0.00",,,"67","79","55","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-11","0.00",,,"68","80","55",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-12","0.00",,,"73","84","61","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-13","0.00",,,"65","70","60","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-14","0.00",,,"60","64","55",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-15","0.00",,,"61","67","55","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-16","0.00",,,"64","73","54","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-17","0.06",,,"64","69","58","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-18","0.67",,,"64","70","58","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-19","0.75",,,"64","69","59",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-20","0.51",,,"65","74","55",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-21","0.03",,,"63","68","58",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-22","0.00",,,"65","75","54",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-23","0.71",,,"60","68","51",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-24","0.02",,,"55","63","47",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-25","0.00",,,"51","59","43","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-26","0.00",,,"60","69","51",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-27","0.00",,,"55","63","47",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-28","0.00",,,"56","57","54",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-29","0.00",,,"58","65","50",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-09-30","0.00",,,"60","72","47",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-01","0.00",,,"65","78","52","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-02","0.00",,,"69","82","55","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-03","0.00",,,"68","80","56","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-04","1.26",,,"65","80","49","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-05","0.30",,,"48","53","42",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-06","0.00",,,"44","52","36","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-07","0.00",,,"43","53","32","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-08","0.00",,,"55","67","42","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-09","0.00",,,"65","74","55",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-10","0.14",,,"62","66","57","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-11","0.09",,,"59","65","53","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-12","0.65",,,"58","61","54",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-13","1.78",,,"63","69","57","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-14","0.04",,,"54","60","48","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-15","0.06",,,"49","53","44","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-16","0.03",,,"47","53","41",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-17","0.00",,,"44","52","35","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-18","0.00",,,"53","64","42",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-19","0.00",,,"56","64","48","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-20","0.00",,,"57","69","45","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-21","0.00",,,"61","66","55","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-22","0.09",,,"60","66","54","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-23","0.53",,,"63","66","59","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-24","0.47",,,"54","65","42",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-25","0.00",,,"39","42","36","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-26","0.00",,,"40","42","38","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-27","0.00",,,"41","47","35","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-28","0.00",,,"44","54","33","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-29","0.00",,,"53","62","44","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-30","0.03",,,"51","53","48",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-10-31","0.00",,,"60","69","50",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-01","0.00",,,"63","67","58","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-02","0.05",,,"57","66","48",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-03","0.00",,,"54","67","41",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-04","0.00",,,"51","62","40",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-05","0.00",,,"46","56","36",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-06","0.00",,,"51","63","39","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-07","0.00",,,"59","71","47","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-08","0.01",,,"47","59","35","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-09","0.00",,,"43","53","33",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-10","0.00",,,"56","71","40","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-11","0.00",,,"45","51","39","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-12","0.00",,,"46","57","35","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-13","0.02",,,"55","64","45","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-14","0.19",,,"57","63","51","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-15","0.00",,,"61","68","54","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-16","0.00",,,"56","63","48",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-17","0.00",,,"54","65","42",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-18","0.02",,,"57","64","50",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-19","0.07",,,"48","58","37",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-20","0.00",,,"37","43","30",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-21","0.00",,,"46","55","36","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-22","0.00",,,"48","57","39",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-23","0.00",,,"54","60","47",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-24","0.21",,,"58","65","50","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-25","0.13",,,"47","50","43","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-26","0.12",,,"46","52","40",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-27","0.00",,,"45","53","37","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-28","0.11",,,"40","44","36",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-29","0.19",,,"44","46","41","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-11-30","0.30",,,"46","50","42","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-01","0.05",,,"39","42","35",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-02","0.00",,,"44","54","33",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-03","0.00",,,"50","57","43",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-04","0.00",,,"59","64","53",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-05","0.09",,,"58","68","47",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-06","0.00",,,"46","52","39",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-07","0.00",,,"41","47","35",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-08","0.00",,,"40","48","32",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-09","0.00",,,"34","42","26",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-10","0.00",,,"39","48","30",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-11","0.00",,,"39","48","29",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-12","0.20",,,"45","48","42",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-13","0.01",,,"40","47","32",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-14","0.20",,,"37","41","33",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-15","0.00",,,"37","41","33",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-16","0.17",,,"43","47","38",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-17","0.10",,,"41","47","35",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-18","0.00",,,"40","48","31",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-19","0.05","0.1","0.0","37","41","32",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-20","0.00",,,"35","42","28",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-21","0.00",,,"34","42","25",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-22","0.15",,,"42","49","35",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-23","0.00",,,"29","35","22",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-24","0.00",,,"19","22","16",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-25","0.00",,,"25","36","13",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-26","0.00",,,"15","19","11",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-27","0.00",,"1.0","24","29","19",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-28","0.00",,,"23","26","19",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-29","0.00",,,"15","20","10",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-30","0.00",,,"14","20","7",,,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2001-12-31","0.00",,,"16","23","9","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2002-01-01","0.00",,,"20","28","11","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2002-01-02","0.00",,,"24","32","15","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2002-01-03","0.00",,,"22","30","14","    0",,,,,,,,,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2002-01-04","0.00",,,"30","40","20","    0",,,,,,,,,,,,,,,
